channel_record_key,partnername,parentpartnername,corp_id,categorydesc,districtdesc,partner_group,partner_in_conv_rate,change_date_start,change_date_end,current_record_flag,deleted_record_flag
843,Diamond Bird Enterprises Inc,Diamond Bird Enterprises Inc,688,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
844,Car Alarms Plus,Car Alarms Plus,10697,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
845,Don Allen Chevrolet,Don Allen Chevrolet,2236,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
846,PC Richard & Son - XM,PC Richard & Son - XM,12131,Retail Channel,District 4,Retail Channel,Y,1/1/00,12/31/99,Y,N
847,Abc Warehouse Inc,Abc Warehouse Inc,923,Retail Channel,District 4,Retail Channel,Y,1/1/00,12/31/99,Y,N
848,Xtreme Accessories,Xtreme Accessories,3472,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
849,A.B.L.B. Associates, Inc.,A.B.L.B. Associates, Inc.,10436,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99
850,C C Office Supply,C C Office Supply,2841,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
851,Mentor Television, Inc ,Mentor Television, Inc,4109,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99
852,AAA  D17 ,AAA  D17,12316,DTC Channel,District 1001,DTC Channel,Y,1/1/00,12/31/99,Y,N
853,Century Marketing Group, Inc.,Century Marketing Group, Inc.,10998,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99
854,Automotion,Automotion,6756,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
855,Ricks Audio Video,Ricks Audio Video,2769,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
856,Auto Sharp,Auto Sharp,10602,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
857,Pro Audio,Pro Audio,8613,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
858,Boomers Audio And Video,Boomers Audio And Video,4795,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
859, Animas Entertainment Corp.,Animas Entertainment Corp.,10665,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
860,Safelite Auto Glass (13071),Safelite Auto Glass,13071,Auto OEM Channel,District 40,Other OEM,Y,8/1/19,12/31/99,Y,N
861,Heyl Trucking (12826),Heyl Trucking,12826,Retail Channel,District N/A,Retail Channel,Y,10/11/16,12/31/99,Y,N
862,J&s Electronics Car Audio Inc,J&s Electronics Car Audio Inc,2707,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
863,Rmg Investments Inc,Rmg Investments Inc,4880,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
864,Video Center,Video Center,6027,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
865,dealr cloud (12989),dealr cloud,12989,Auto OEM Channel,District 40,Other OEM,Y,10/4/18,12/31/99,Y,N
866,SOUND DEPOT FL,SOUND DEPOT FL,1785,Retail Channel,District N/A,Retail Channel,Y,1/1/00,12/31/99,Y,N
867,Dominion Electronics,Dominion Electronics,4902,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
868,Grace Radio - XM,Grace Radio - XM,12298,DTC Channel,District 1001,DTC Channel,Y,1/1/00,12/31/99,Y,N
869,Jfb Enterprises,Jfb Enterprises,2578,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
870,Mobile Gear, Inc,Mobile Gear, Inc,1211,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99
871,MCDL,MCDL,8428,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
872,Car Audio Effects, Inc,Car Audio Effects, Inc,3377,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99
873,Plus Mgt,Plus Mgt,1565,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
874,AGGRESSIVE AUDIO SYSTEMS,AGGRESSIVE AUDIO SYSTEMS,10011,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
875,Sound World Of Wausau,Sound World Of Wausau,949,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
876,Cellularworkz #2,Cellularworkz #2,10621,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
877,TriStar Distributing,TriStar Distributing,1315,Special Markets Channel,Special Mkts  31,Special Markets Channel,N,1/1/00,12/31/99,Y,N
878,Hearst Communications Incorporated - XM,Hearst Communications Incorporated - XM,12249,DTC Channel,District 1001,DTC Channel,Y,1/1/00,12/31/99,Y,N
879,Shorr Electronics, Inc,Shorr Electronics,115,Retail Channel,District 18,Retail Channel,Y,1/1/00,12/31/99,Y
880,expert audio,expert audio,10682,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
881,Laws Electronics, Inc,Laws Electronics, Inc,596,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99
882,Native Pride Trading,Native Pride Trading,10888,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
883,Ninos Mobile Sounds,Ninos Mobile Sounds,1862,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
884,Audio 1,Audio 1,1501,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
885,WEST VALLEY AUTO ELECTRONICS,WEST VALLEY AUTO ELECTRONICS,2568,Auto OEM Channel,District 27A,Other OEM,Y,1/1/00,12/31/99,Y,N
886,Mak Auto Sound & Security,Mak Auto Sound & Security,2057,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
887,American Hi-fi Entertainment, Inc,American Hi-fi Entertainment, Inc,729,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99
888,DCC REMARKETING PROMOTION,DCC REMARKETING PROMOTION,10034,Auto OEM Channel,District 40,Other OEM,Y,1/1/00,12/31/99,Y,N
889,BRIDGE CELLULAR,BRIDGE CELLULAR,10459,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
890,Audio Wave Inc.,Audio Wave Inc.,10112,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
891,Tyson Foods (12794),Tyson Foods,12794,Retail Channel,District N/A,Retail Channel,Y,10/11/16,12/31/99,Y,N
892,Oskar's Electronics,Oskar's Electronics,10028,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
893,Gene Evans Teams Ford Inc.,Gene Evans Teams Ford Inc.,8870,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
894,Dunkin  Donuts,Dunkin  Donuts,12652,Retail Channel,District N/A,Retail Channel,Y,1/1/00,12/31/99,Y,N
895,Speed of Sound Technologies,Speed of Sound Technologies,11111,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
896,Curtis Castle Electronics,Curtis Castle Electronics,1237,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
897,Hart City RV,Hart City RV,8329,Retail Channel,District N/A,Retail Channel,Y,1/1/00,12/31/99,Y,N
898,Pro Auto Tint,Pro Auto Tint,785,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
899,EZALARM & STEREO,EZALARM & STEREO,9309,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
900,404 Bar and Grill,404 Bar and Grill,12593,Retail Channel,District N/A,Retail Channel,Y,1/1/00,12/31/99,Y,N
901,Big 12  NCAA  - XM,Big 12  NCAA  - XM,12215,DTC Channel,District 1001,DTC Channel,Y,1/1/00,12/31/99,Y,N
902,D.F. Capobianco Inc.,D.F. Capobianco Inc.,10133,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
903,SOUND SHOPPE,SOUND SHOPPE,10442,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
904,Vegas Auto Sound,Vegas Auto Sound,1196,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
905,Weatherford International (12802),Weatherford International,12802,Retail Channel,District N/A,Retail Channel,Y,10/11/16,12/31/99,Y,N
906,The Millenia Group Inc,The Millenia Group Inc,7982,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
907,Indy Placeholder 52 (13090),Indy Placeholder 52,13090,Auto OEM Channel,District 40,Other OEM,Y,9/18/19,12/31/99,Y,N
908,Travis Marine Systems,Travis Marine Systems,5043,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
909,Great Lakes Auto Glass,Great Lakes Auto Glass,7342,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
910,Dennis Makee Mobile Service,Dennis Makee Mobile Service,2681,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
911,Kotana Communications,Kotana Communications,8956,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
912,Aqsa Auto Corp,Aqsa Auto Corp,9002,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
913,Sound Solutions,Sound Solutions,10991,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
914,American Honda Motor Co Inc. for factory install,American Honda Motor Co Inc. for factory install,10,Auto OEM Channel,Honda Motor Co,Other OEM,Y,1/1/00,12/31/99,Y,N
915,2001 Audio Video Canada,2001 Audio Video Canada,11256,Retail Channel,Can 50 Retail,Retail Channel,Y,1/1/00,12/31/99,Y,N
916,Joe Battle,Joe Battle,8535,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
917,Premier Electronics,Premier Electronics,8411,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
918,Garkar Enterprises Llc,Garkar Enterprises Llc,7925,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
919,Mid Atlantic Fleet Solutions,Mid Atlantic Fleet Solutions,9326,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
920,Jts Electronics,Jts Electronics,7221,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
921,Air Plus Auto Sound,Air Plus Auto Sound,5955,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
922,Auto Essentials,Auto Essentials,10440,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
923,STRONG AND BRADLEY,STRONG AND BRADLEY,10138,Retail Channel,District N/A,Retail Channel,Y,1/1/00,12/31/99,Y,N
924,Stereo West Inc.,Stereo West Inc.,8390,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
925,His Three Sons, Inc ,His Three Sons, Inc,4068,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99
926,Small world communications llc,Small world communications llc,11210,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
927,Blue Bison Communications,Blue Bison Communications,11176,Retail Channel,District N/A,Retail Channel,Y,1/1/00,12/31/99,Y,N
928,Audio Grooves Car Stereo,Audio Grooves Car Stereo,2619,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
929,XM - Generic Sp Mkts - Skywatch Only,XM - Generic Sp Mkts - Skywatch Only,12380,Retail Channel,District N/A,Retail Channel,Y,1/1/00,12/31/99,Y,N
930,DRB & Son Inc,DRB & Son Inc,8750,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
931,Ameublement Tanguay,Ameublement Tanguay,11822,Retail Channel,Can 50 Retail,Retail Channel,Y,1/1/00,12/31/99,Y,N
932,SoundCraft, Inc,SoundCraft, Inc,10564,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99
933,Nortons Stereo Inc,Nortons Stereo Inc,5901,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
934,Used Placeholder 2 (13052),Used Placeholder 2,13052,Auto OEM Channel,Can 50 Dealer,Other OEM,Y,7/9/19,12/31/99,Y,N
935,Nebraska Furniture Mart,Nebraska Furniture Mart,155,Retail Channel,District 14,Retail Channel,Y,1/1/00,12/31/99,Y,N
936,International Guarentee Corp,International Guarentee Corp,585,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
937,Perfection Audio,Perfection Audio,10625,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
938,Sears Canada,Sears Canada,11639,Retail Channel,Can 50 Retail,Retail Channel,Y,1/1/00,12/31/99,Y,N
939,audio video intelligent systems, inc,audio video intelligent systems, inc,10728,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99
940,Isuzu Motors America Inc.,Isuzu Motors America Inc.,12,Auto OEM Channel,Isuzu Motors America Inc.,Other OEM,Y,1/1/00,12/31/99,Y,N
941,Allied Auto Alarms And Radio Inc,Allied Auto Alarms And Radio Inc,1781,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
942,Bryant Radio,Bryant Radio,11780,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
943,Suez (12836),Suez,12836,Retail Channel,District N/A,Retail Channel,Y,10/11/16,12/31/99,Y,N
944,FASTLANE CAR AUDIO,FASTLANE CAR AUDIO,11178,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
945,Ice Truck & Auto Works,Ice Truck & Auto Works,11820,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
946,Absolute Audio,Absolute Audio,3220,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
947,Discount Stereo Warehouse,Discount Stereo Warehouse,1747,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
948,cellularworkz #4,cellularworkz #4,10619,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
949,Acoustic solution,Acoustic solution,10766,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
950,Xtreme Sound,Xtreme Sound,8653,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
951,Home Audio Connections Inc,Home Audio Connections Inc,11746,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
952,Front Page Communications Inc ,Front Page Communications Inc,4420,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
953,Frys - AUTO LAB (13031),Frys - AUTO LAB,13031,Retail Channel,District 15,Retail Channel,Y,3/28/19,12/31/99,Y,N
954,Paccar - Audio + Traffic,Paccar - Audio + Traffic,12490,Special Markets Channel,Special Mkts  33,Special Markets Channel,Y,1/1/00,12/31/99,Y,N
955,True Speed Communications,True Speed Communications,11517,Retail Channel,District N/A,Retail Channel,Y,1/1/00,12/31/99,Y,N
956,Westhampton Wireless, Inc,Westhampton Wireless, Inc,10276,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99
957,Audio Video International Itd,Audio Video International Itd,2139,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
958,Us Stereo Of Grand Junction Inc,Us Stereo Of Grand Junction Inc,713,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
959,Video  Sound & Lights,Video  Sound & Lights,6923,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
960,Mercedes-Benz - Multi Svc ESN,Mercedes-Benz - Multi Svc ESN,12053,Auto OEM Channel,District 40,Other OEM,Y,1/1/00,12/31/99,Y,N
961,Treme Sounds,Treme Sounds,4575,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
962,AMERICAN RADIO CORP EXPEDITOR,AMERICAN RADIO CORP EXPEDITOR,2639,Auto OEM Channel,District 23A,Other OEM,Y,1/1/00,12/31/99,Y,N
963,Sound Systems Inc,Sound Systems Inc,2993,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
964,MOBILE HI-FI,MOBILE HI-FI,9311,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
965, la venture distributing,la venture distributing,10148,Retail Channel,District N/A,Retail Channel,Y,1/1/00,12/31/99,Y,N
966,Badlands Electronics LLP,Badlands Electronics LLP,11504,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
967,FORD FDAF PROMOTION,FORD FDAF PROMOTION,8737,Auto OEM Channel,District 40,Other OEM,Y,1/1/00,12/31/99,Y,N
968,Crystal Castle Enterprises, Inc,Crystal Castle Enterprises, Inc,10726,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99
969,Avitel Inc,Avitel Inc,2154,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
970,Nationwide Wireless,Nationwide Wireless,9126,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
971,1 Prospect Com,1 Prospect Com,5692,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
972,Car Audio Plus LLC,Car Audio Plus LLC,8466,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
973,XM - Audio + TravelLink + Traffic,XM - Audio + TravelLink + Traffic,12440,Retail Channel,District N/A,Retail Channel,Y,1/1/00,12/31/99,Y,N
974,R T  Grim Company,R T  Grim Company,971,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
975,Su Ge Be Corp,Su Ge Be Corp,1716,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
976,Garys Entertainment Store Inc,Garys Entertainment Store Inc,8247,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
977,Sound Investment Car Audio,Sound Investment Car Audio,1229,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
978,Windshield Warriors Plus Llc,Windshield Warriors Plus Llc,1035,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
979,Ultimate Sounds,Ultimate Sounds,10158,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
980,Alaska Marine Electric,Alaska Marine Electric,9263,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
981,Powervision,Powervision,2720,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
982,Lazydays RV Supercenter,Lazydays RV Supercenter,3417,Special Markets Channel,Special Mkts  31,Special Markets Channel,Y,1/1/00,12/31/99,Y,N
983,Sound Connection,Sound Connection,11648,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
984,8k Enterprises,8k Enterprises,5228,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
985,Audio Midwest Inc,Audio Midwest Inc,491,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
986,Fl Sound Effect,Fl Sound Effect,1713,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
987,Automotive Radio Equipment Co Inc,Automotive Radio Equipment Co Inc,4811,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
988,Sunroof Of Florida,Sunroof Of Florida,2996,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
989,RUSTY'S SATELLITE RADIOS,RUSTY'S SATELLITE RADIOS,10194,Retail Channel,District N/A,Retail Channel,Y,1/1/00,12/31/99,Y,N
990,Automotive Design Inc,Automotive Design Inc,2470,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
991,Audio Mart, Inc,Audio Mart, Inc,1293,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99
992,ALTECHELECTRONICS INC,ALTECHELECTRONICS INC,10322,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
993,Go Nuts Truck & Auto Accessories,Go Nuts Truck & Auto Accessories,8279,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
994,Sean  and Jess LLC,Sean  and Jess LLC,9135,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
995,All Circuits Electronics Inc,All Circuits Electronics Inc,9107,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
996,Radio Sales And Service Corporation,Radio Sales And Service Corporation,2443,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
997,stereo 1warehouse,stereo 1warehouse,11662,Retail Channel,District N/A,Retail Channel,Y,1/1/00,12/31/99,Y,N
998,IPK-PCS,IPK-PCS,10253,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
999,House Of Electronics 11,House Of Electronics 11,2096,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
